Name,First date flourished,Remarks,ASA Botanist ID,GUID,Variant name,Author name,B & P Author Abbrev.,Standard/Label Name,Full Name,Geography Author,Geography Collector,Specialty Author,Specialty Collector,Citation as Author,Citation as Collector,Member of teams/groups,Collector Teams:,Author Teams:,Date of birth,Date of death,Author in,Holdings,Collections in,First date collected,Start Date,URL,Last date flourished,Last date collected,Citation as Determiner,End Date,Geography Determiner,Specialty Determiner
"Ehlers, Renate",,"Example of Name Published: Tillandsia feldhoffii Ehlers (1990); T. salmonea Ehlers in Bromelie 1995(3): 65. 1995. [author note: Bromeliaceae] [collector note: Sometimes with Edith Ehlers: HEID, WU, Herb. Wilhelm Weber]",105149 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/d4a79f1f-6e01-4f20-8e0f-51e6cc807706,Renate Ehlers,Ehlers,Ehlers,R. Ehlers,"Ehlers, Renate","Germany, Mexico","Bolivia, Brazil, Colombia, Guatemala, Mexico, Peru",Spermatophytes,Phanerogams,J. Bromel. Soc. 42: 54. 1992; Birth year from Stefan Dressler (FR),"Journal of the Bromeliad Society. Los Angeles, CA",,"Haugg & R. Ehlers  U. Feldhoff, K. Ehlers & R. Ehlers  R. Ehlers & K. Ehlers  R. Ehlers, U. Lautner, J. Lautner & B. Janke  K. Ehlers & R. Ehlers  E. Ehlers & R. Ehlers  F. Hase, E. Heger, L. Hromadnik & R. Ehlers  R. Ehlers, M. Kretz, U. Lautner & J. Lautner  R. Ehlers & K. Willinger",W. Weber & R. Ehlers  R. Ehlers & J. Lautner  R. Ehler & W. Rauh,1929,2018,,Search for specimens collected by R. Ehlers,"1901 (1),  1927 (1)",,,,,,,,,
"Faull, Joseph Horace",,"[author note: Herbarium and types: A, FH; additional material at BPI, TRTC, US] [collector note: Guatemala (1936-1937), Mexico (1937-1939). FH (orig.). Canada (1905-1930): NY, OTB, TRT, TRTC. Trinidad: NY]",112731 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/f2bfb3ac-3af8-4041-9d7d-367fed14e016,Joseph Horace Faull,Faull,Faull,J. H. Faull,"Faull, Joseph Horace","Canada, United States of America","Canada, Guatemala, Mexico, Trinidad and Tobago, United States of America",Fungi and Lichens; Pteridophytes; Spermatophytes,Fungi; Phanerogams,Authors of Plant Names. 1992: J. Arnold Arbor. 43-223. 1962,Index Herbariorum - Collectors E-H; Pl. Collectors N. Mexico. 1979,,J. H. Faull & G. D. Darker  R. E. Stone & J. H. Faull,,1876,1961,,Search for specimens collected by J. H. Faull,"[no date] (24),  1901 (1),  1902 (5),  1903 (3),  1904 (2),  1905 (12),  1906 (17),  1907 (8),  1908 (7),  1909 (2),  1910 (2),  1911 (65),  1912 (31),  1913 (6),  1914 (316),  1915 (88),  1916 (140),  1917 (70),  1918 (270),  1919 (114),  1920 (28),  1921 (67),  1922 (55),  1923 (59),  1924 (32),  1925 (12),  1926 (15),  1927 (16),  1928 (55),  1929 (17),  1930 (18),  1931 (24),  1932 (10),  1933 (14),  1934 (60),  1935 (4),  1936 (13),  1937 (18),  1938 (8),  1939 (9),  1942 (1),  1943 (6),  1945 (1),  1955 (1)",,,,,,,,,
"Foster, Bert T.",1982,[author note: Specimens at US] [collector note: US],146606 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/4c9552a0-d1bd-4e3e-b97f-a2bcd378faba,Bert T. Foster,B. T. Foster,B. T. Foster,B. T. Foster,"Foster, Bert T.",United States of America,"Guatemala, United States of America",Spermatophytes,Phanerogams,"Authors of Plant Names. Royal Botanic Gardens, Kew","J. Bromel. Soc. 32: 164, 172. 1982",,,,,,,,,,,,,,,,,
"Friedrichsthal, Emanuel Ritter von",,"[collector note: Central America (incl. St. Thomas; Coll. 1841): BR (1861), CN, F, G, K, W (orig.), WU; Greece (Coll. 1834-35), Macedonia, Serbia, Rumelia, Athos (coll. 1836-39): W (orig.)]",168170 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/8611a759-3166-42b2-b60b-badf419ea400,"Emanuel Ritter von Friedrichsthal; Friedrichsthal, Emanuel von",Friedrichsthal,Friedr.,E. R. Friedrichsthal,"Friedrichsthal, Emanuel Ritter von",,"Costa Rica, Greece, Guatemala, Nicaragua, North Macedonia, Panama, Yugoslavia",Spermatophytes,Phanerogams,"Authors of Plant Names. Royal Botanic Gardens, Kew",Index Herbariorum - Collectors E-H,,,,1809,1842,,Search for specimens collected by E. R. Friedrichsthal,[no date] (4),,,,,,,,,
"Fuentes, J. A.",,,,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/a3b3c4ac-1995-4ab6-b3a5-254f8d86f0e7,,,,J. A. Fuentes,"Fuentes, J. A.",,Guatemala,,Spermatophytes,,,,W. E. Harmon & J. A. Fuentes,,,,,,,,1970,,,,,,,
"Garcia Salas, Jorge",,"[collector note: Guatemala, 1922; F]",129106 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/4fd1c785-4978-459c-9721-d8016ed6c41d,G. Salas,,,J. Garcia Salas,"Garcia Salas, Jorge",,Guatemala,,Spermatophytes,,Index Herbariorum - Collectors E-H,,,,,,,Search for specimens collected by J. Garcia Salas,1922 (1),1922,,,,,,,,
"Greenberg, Linda",,"[Collector note: Guatemala: ECON, F]",,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/26f3b221-3c15-4d13-93b3-109cbd1d042c,"Greenberg, L.; Linda Greenberg",,,L. Greenberg,"Greenberg, Linda",,Guatemala,,Spermatophytes,,Specimen (ECON): Malva parviflora Linnaeus,,,,,,,Search for specimens collected by L. Greenberg,1980 (1),1980,,,,,,,,
"Grether, Rosaura",,"Example of Name Published: Mimosa sousae R. Grether, Phytologia 48(5): 369 (-370), fig. 1981. [author note: Legume Systematics] [collector note: MEXU, MO, UAMIZ [Grether provided a portion of the data on 9 May 2000]]",123915 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/adc97c7c-f6f4-4d30-bef7-0c53ca76f9e9,"Grether González, Rosaura; Rosaura Grether",R. Grether,R. Grether,R. Grether,"Grether, Rosaura",Mexico,"Belize, Guatemala, Mexico",Spermatophytes,Phanerogams,"Authors of Plant Names. Royal Botanic Gardens, Kew; Index Herbariorum. Part 1: The Herbaria of the World. Eighth Edition. Bronx, NY; Full surname from Brian F. Bates","Index Herbariorum, ed. 8",,"R. Grether, A. Martinez-Bernal, S. Camargo & J. Santana  R. Grether & H. Quero  M. T. Chehaibar & R. Grether  J. Santana C., R. Grether, A. Martinez-Bernal & M. Flores-Cruz",Chehaibar & R. Grether,1950,,,,,,,,,,,,,
"Grose, Susan Oviatt",,"Example of Name Published: Handroanthus arianeae (A. H. Gentry) S. O. Grose (2007). Research: Systematics & Evolution of Bignoniaceae [collector note: US, WTU]",189651 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/a21590d3-5d7f-4e2d-a1a9-e17317eb5e57,Susan Grose Heydler (married name); Susan Oviatt Grose,S. O. Grose,S. O. Grose,S. O. Grose,"Grose, Susan Oviatt",United States of America,"Costa Rica, Dominican Republic, Guatemala, Guyana, Mexico, Nicaragua, Panama, United States of America",Spermatophytes,Phanerogams,Systematic Botany; Quarterly Journal of the American Society of Plant Taxonomists,pers. comm. from S. O. Grose,,,,1974,,,,,,,,,,,,,
"Gustafsson, Claes",,"[author note: GB; Clethraceae, Rubiaceae [Gustafsson provided a portion of the data on 26 Oct 2000]] [collector note: BRG, CAY, COL, GB, GUAY, LPB, MO, NY, QCA, QCNE, S, UVAL [Gustafsson provided a portion of the data on 26 Oct 2000]]",143413 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/49999634-ef1d-4fe4-91c6-bb2c5f55980d,"Claes Gustaf Robert Gustafsson; Gustafsson, C.",C. Gustaffson,C. Gust.,C. Gustafsson,"Gustafsson, Claes",Sweden,"Bolivia, Colombia, Ecuador, French Guiana, Guatemala, Guyana, Norway, Sweden",Spermatophytes,Phanerogams,"Authors of Plant Names. Royal Botanic Gardens, Kew",Novon 10(1): 85. 2000.,,"M. J. Jansen-Jacobs, B. J. H. ter Welle, C. Gustafsson & V. James  L. Andersson, F. González, C. Gustafsson, C. Persson & J. H. E. Rova",,1965,,,,,,,,,,,,,
Guzmán,,[collector note: Cox Herbarium. Collected with D. K. Cox in Central America],,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/a7a988d6-0562-48a2-b699-234020aa5457,,,,Guzmán,Guzmán,,"Guatemala, Honduras",,Spermatophytes,,specimen (ECON) Spathiphyllum cochlearispathum (Liebmann) Engler,,D. K. Cox & Guzmán,,,,,,,1956,,,,,,,,
"Hagsater, Eric",,"Research: Epidendrum [author note: Editor, Icones Orchidacearum; Orchidaceae] [collector note: AMES, AMO]",101309 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/eb3ba539-16f1-4a9e-b392-4814f38df7f7,"Eric Hágsater; Hagsater, Eric et alia; Hágsater, Eric Gartenberg",Hágsater,Hágsater,E. Hágsater,"Hagsater, Eric","Colombia, Costa Rica, Ecuador, Guatemala, Mexico, Panama, Peru","Colombia, Costa Rica, Ecuador, Guatemala, Mexico, Panama, Peru",Spermatophytes,Phanerogams,"Index Herbariorum. Part 1: The Herbaria of the World. Eighth Edition. Bronx, NY; Variant name from John Pacewicz","Index Herbariorum, ed. 8",,"E. Hágsater, O. Rodríguez, G. Bello Carranza & A. Kaessbohrer  R. L. Dressler, C. K. Horich & E. Hágsater  C. H. Dodson, E. Hagsater, D. Rubio & N. Revelo  C. H. Dodson, E. Hagsater, N. H. Williams, M. Whitten & F. L. Stevenson  F. López & E. Hágsater  S. Tsubota & E. Hágsater  E. Hágsater & C. K. Horich  E. Hágsater, C. H. Dodson, D. Rubio & N. Revelo  G. A. Aguirre, S. Restrepo & E. Hágsater  G. Chauvet & E. Hágsater  E. Valencia & E. Hágsater  E. Acevedo & E. Hágsater  E. Hágsater, C. H. Dodson, N. H. Williams, W. M. Whitten, A. Embree, F. L. Stevenson & R. M. Chandler  E. Hágsater & R. L. Dressler  R. L. Dressler & E. Hagsater  C. H. Dodson, E. Hagsater & D. Rubio  H. Angarita & E. Hágsater  W. Rauh & E. Hágsater  C. H. Dodson, E. Hagsater, N. H. Williams, A. Embree & F. L. Stevenson  W. Thurston, B. Thurston & E. Hágsater  E. Hágsater et al.  E. Hágsater, R. L. Dressler & J. P. Folsom  J. Portilla & E. Hágsater  R. Triay & E. Hagsater  G. C. Kennedy & E. Hágsater  E. Hagsater, C. H. Dodson & A. C. Hirtz  E. Hágsater, A. Vásquez del Mercado, S. Botello & E. Obregón  C. H. Dodson, E. Hagsater, D. Rubio & Rivera  J. L. Aguirre & E. Hágsater  E. Hágsater, C. K. Horich, R. L. Dressler, W. Thurston & B. Thurston  C. H. Dodson, N. H. Williams, E. Hagsater & M. Whitten  B. Thurston & E. Hágsater  E. Ferreira da Silva & E. Hágsater  E. Hagsater, C. H. Dodson, P. Dodson & A. C. Hirtz  E. Hágsater, P. O. Valdivieso, G. R. Schnitter & C. L. Patiño de Ruiz  V. P. Castro & E. Hágsater  J. A. González Ramírez & E. Hágsater  C. H. Dodson, E. Hagsater, N. H. Williams, F. L. Stevenson, A. Embree & M. Whitten  C. H. Dodson, E. Hagsater & A. C. Hirtz  E. Hágsater, C. H. Dodson, N. H. Williams, W. M. Whitten & F. G. Thompson  G. R. Schnitter & E. Hágsater  E. Hágsater, R. L. Dressler & C. Castro  C. K. Horich & E. Hágsater  E. Hágsater & C. H. Dodson  Hágsater & Dodson  Hágsater & R. González  Dressler & Hágsater  Hágsater & Holman  Hágsater & Dressler  Hágsater & García-Cruz  Castano, Hágsater & E. Aguirre  Hágsater & Carnevali  R. González & Hágsater  E. Hágsater & E. Santiago  E. Hágsater & Lester Lapo  E. Hágsater & C. H. Dodson  E. Hágsater & L. M. Sánchez  J. D. Ackerman & E. Hágsater  E. Hágsater & F. R. Stermitz  Carnevali & Hágsater  E. Hágsater & M. A. Díaz  L. M. Sánchez & E. Hágsater  E. Hágsater & Dickinson  C. H. Dodson, P. M. Dodson, A. C. Hirtz, X. Hirtz & E. Hágsater  C. H. Dodson & E. Hagsater  E. Hágsater & G. A. Salazar Chavez  E. Hágsater, C. C. Rincón-Useche & O. A. Pérez-Escob.  G. R. Chiron, E. Hágsater & L. M. Sánchez  E. Hágsater, R. Fernandez G. & E. Santiago  E. Hágsater, E. Santiago & C. H. Dodson  E. Hágsater, C. J. García-Cruz & L. M. Sánchez  E. Perez G. & E. Hagsater  G. A. Romero, G. Carnevali & E. Hagsater","Hágsater & Dodson  Hágsater & R. González  Dressler & Hágsater  Hágsater & Holman  Hágsater & Dressler  Hágsater & García-Cruz  Castano, Hágsater & E. Aguirre  Hágsater & Carnevali  R. González & Hágsater  Hágsater & E. Santiago  Hágsater & Dodson  Hágsater & L. Sánchez  Ackerman & Hágsater  Hágsater & Stermitz  Carnevali & Hágsater  Hágsater & M. A. Díaz  L. Sánchez & Hágsater  Hágsater & Salazar  Hágsater, C. C. Rincón-Useche & O. Pérez  G. R. Chiron, E. Hágsater & L. M. Sánchez  Hágsater, R. Fernandez G. & E. Santiago  Hágsater, E. Santiago & Dodson  Hágsater, C. J. García-Cruz & L. Sánchez  Perez-Garcia & Hagsater  G. A. Romero, Carnevali & Hagsater",,,Icon. Orchid.,Search for specimens collected by E. Hágsater,"[no date] (4),  1970 (3),  1971 (1),  1972 (3),  1973 (2),  1974 (1),  1975 (3),  1976 (6),  1977 (6),  1978 (2),  1980 (1),  1981 (4),  1982 (2),  1983 (2),  1984 (3),  1985 (2),  1986 (1),  1987 (2),  1988 (1),  1990 (1),  1998 (1),  2000 (1)",,1945,,,,,,,
"Hartweg, Karl Theodor",,"[author note: Collected in North, Central and South America. Herbarium and types: K (orig.) LD; duplicates widely distributed] [collector note: Pl. Hartwegianae - Publ. by Bentham, not a regular exsiccata. Orig. collections at K]",112077 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/98c2e9d1-a909-4a00-8e94-336365885a2d,Carl Theodor Hartweg; Karl Theodor Hartweg,Hartweg,Hartw.,K. T. Hartweg,"Hartweg, Karl Theodor",Germany,"Canada, Colombia, Ecuador, Guatemala, Mexico, Peru, United States of America",Spermatophytes,,"Authors of Plant Names. Royal Botanic Gardens, Kew; Taxonomic Literature. Second Edition. Utrecht",Index Herbariorum - Collectors E-H,,,,1812,1871,,Search for specimens collected by K. T. Hartweg,"[no date] (457),  1823 (1),  1833 (1),  1836 (1),  1837 (9),  1838 (2),  1839 (7),  1840 (3),  1841 (2),  1842 (3),  1843 (7),  1845 (2),  1846 (1),  1847 (4),  1848 (9),  1849 (1),  1851 (1),  1857 (1),  1878 (1),  1880 (1),  1883 (1),  1927 (1),  1943 (1),  1945 (1)",,,,,,,,,
"Hitchcock, Albert Spear",,"[author note: Herbarium and types: US (grass herb.), older collection partly at MO and NY; duplicates in many herbaria. Exsiccatae 'American Grasses' at BM, C, K, L, P, US, W] [collector note: BM, C, F, GH, IAN, K, L, MO, NY, P, US (grass herb.), W. Older collections partly at MO, NY; collected fungi with B. D. Halsted in 1887: Iowa: FH]",100744 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/83c6d552-a738-4221-a071-f6bcce80ef15,Albert Spear Hitchcock; né Jennings,Hitchcock,Hitchc.,A. S. Hitchcock,"Hitchcock, Albert Spear",United States of America,"Ecuador, Guatemala, Guyana, Nicaragua, Panama, Peru, Trinidad and Tobago, United States of America",Pteridophytes; Spermatophytes,Phanerogams; Fungi,"Authors of Plant Names. Royal Botanic Gardens, Kew; Taxonomic Literature. Second Edition. Utrecht",Index Herbariorum - Collectors E-H,,A. S. Hitchcock & A. Chase  R. S. Kellogg & A. S. Hitchcock  A. Chase & A. S. Hitchcock  A. S. Hitchcock & M. A. Chase  Hitchcock & Ekman  B. D. Halsted & A. S. Hitchcock,Hitchcock & Chase  Hitchcock & Ekman  Hitchc. & Maguire,1865,1935,Meth. Syst. Bot.; Man. Grasses U.S.; Man. Grasses U.S. (ed. 2); Key Spring Fl. Manhattan; Man. Grasses W. Ind.; Grasses C. Amer.; Gen. Grasses U.S.; Text-book Grasses; Key Manhattan Pl.; Cat. Antoph. Ames,Search for specimens collected by A. S. Hitchcock,"[no date] (10),  1876 (1),  1886 (1),  1887 (2),  1888 (2),  1889 (7),  1890 (2),  1891 (1),  1892 (2),  1893 (1),  1894 (1),  1895 (168),  1896 (138),  1897 (78),  1898 (1),  1900 (98),  1901 (5),  1902 (3),  1903 (3),  1904 (1),  1905 (13),  1906 (4),  1908 (3),  1910 (12),  1911 (1),  1912 (5),  1913 (27),  1914 (5),  1915 (35),  1916 (4),  1917 (50),  1919 (71),  1920 (52),  1922 (1),  1923 (194),  1924 (1),  1976 (1),  1982 (1),  2015 (1)",,,,,,,,,
"Hughes, Colin Edward",,"[author note: Leucena] [collector note: E, FHO, K, MEXU, MO, NY]",115193 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/8d6ebfea-90ec-4b15-b796-a86b980b71d6,"Colin Edward Hughes; Colin Hughes; Hughes, C. E.; Hughes, C. E. et alia",C. E. Hughes,C. E. Hughes,C. E. Hughes,"Hughes, Colin Edward",Guatemala,"Guatemala, Mexico",Spermatophytes,Phanerogams,"Authors of Plant Names. Royal Botanic Gardens, Kew","Contributions from the University of Michigan Herbarium. Ann Arbor, MI",,C. E. Hughes et al.  C. E. Hughes & B. T. Styles,,1957,,,,,,,,,,,,,
"Hunnewell, Francis Welles",,"[author note: GH] [collector note: Massachusetts: GH, NEBC] Example of Names published: Lamourouxia stenoglossa Hunnewell & L.B.Smith, Contr. Gray Herb. 124: 4 (1939).",133129 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/970a0e1e-ac77-4723-8fda-7f67fbe24e7d,"F. W. Hunnewell, 2nd; Hunnewell, F. W.; Francis Welles Hunnewell",Hunnewell,Hunnewell,F. W. Hunnewell,"Hunnewell, Francis Welles","Brazil, Guatemala, Jamaica, United States of America","Brazil, Guatemala, Jamaica, United States of America",Spermatophytes,Phanerogams,Memoriam in: Rhodora 66(no. 766): 97-99. 1964,Index Herbariorum - Collectors E-H,,"H. K. Svenson & F. W. Hunnewell  J. R. Churchill, F. W. Hunnewell, C. H. Knowlton & H. K. Svenson  M. L. Fernald & F. W. Hunnewell  M. L. Fernald, F. W. Hunnewell & R. W. Blanchard  F. W. Hunnewell & H. St. John  F. W. Hunnewell & L. Griscom  J. P. Bill, R. J. Eaton, M. L. Fernald, L. Griscom & F. W. Hunnewell  F. W. Hunnewell, J. F. Macbride & G. S. Torrey  F. W. Hunnewell & C. Schweinfurth  M. L. Fernald, F. W. Hunnewell & B. H. Long  F. W. Hunnewell & L. B. Smith  C. H. Knowlton & F. W. Hunnewell  M. L. Fernald, F. W. Hunnewell & K. M. Wiegand  F. W. Hunnewell & K. M. Wiegand  F. W. Hunnewell & R. A. Ware  K. M. Wiegand & F. W. Hunnewell  H. St. John & F. W. Hunnewell  F. W. Hunnewell & H. K. Svenson  F. W. Hunnewell & S. F. Blake  S. S. Clark & F. W. Hunnewell  F. W. Hunnewell, M. L. Fernald & K. M. Wiegand  B. H. Long, F. W. Hunnewell & M. L. Fernald  F. W. Hunnewell, K. M. Wiegand & M. L. Fernald  L. Griscom & F. W. Hunnewell",Hunnewell & L. B. Smith,1880,1964,,Search for specimens collected by F. W. Hunnewell,"[no date] (184),  1894 (1),  1896 (1),  1900 (2),  1901 (2),  1902 (1),  1906 (1),  1907 (7),  1909 (4),  1910 (91),  1911 (80),  1912 (269),  1913 (263),  1914 (283),  1915 (324),  1916 (260),  1917 (281),  1918 (111),  1919 (247),  1920 (206),  1921 (279),  1922 (208),  1923 (96),  1924 (292),  1925 (71),  1926 (96),  1927 (114),  1928 (178),  1929 (94),  1930 (62),  1931 (185),  1932 (121),  1933 (194),  1934 (142),  1935 (257),  1936 (131),  1937 (145),  1938 (214),  1939 (93),  1940 (128),  1941 (163),  1942 (72),  1943 (49),  1944 (65),  1945 (80),  1946 (145),  1947 (65),  1948 (67),  1949 (55),  1950 (58),  1951 (74),  1952 (39),  1953 (23),  1954 (4),  1955 (9),  1956 (7),  1957 (10)",,,,,,,,,
"Johnson, David Mark",,"[author note: OWU: Marsileaceae, Annonaceae, floristics; HERB.; BKF, DSM, HXC, MICH, NY, OWU] [collector note: BKF, DSM, HXC, MICH, NY, OWU]",143619 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/0e009bc9-feac-4313-b868-ba7603886bd3,David Mark Johnson,D. M. Johnson,D. M. Johnson,D. M. Johnson,"Johnson, David Mark",United States of America,"Argentina, Brazil, Costa Rica, Cuba, Guatemala, Mexico, Panama, Paraguay, Peru, Tanzania, Trinidad and Tobago, United States of America, Venezuela",Pteridophytes; Spermatophytes,Phanerogams,"Contributions from the University of Michigan Herbarium. Ann Arbor, MI; pers. comm.","Index Herbariorum, ed. 8; pers. comm.",,D. M. Johnson & N. A. Murray  T. Chaowasku & D. M. Johnson  D. M. Johnson & P. Chalermglin  J. Munzinger & D. M. Johnson,D. M. Johnson & N. A. Murray  Chaowasku & D. M. Johnson  D. M. Johnson & Chalermglin  I. M. Turner & D. M. Johnson  Munzinger & David Mark Johnson,1955,,,Search for specimens collected by D. M. Johnson,1982 (1),,,,,,,,,
"Johnson, Harry",,"[author note: Cactaceae] [collector note: AHFH (pterid), AMES, B (pterid.), F (1919-1921), US (1092, orig.)]",107004 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/3f380df1-a5fe-4b60-9353-af26ab6ccf56,Joseph Harry Johnson,H. Johnson,H. Johnson,Harry Johnson,"Johnson, Harry",,Guatemala,Spermatophytes,Phanerogams; Pteridophytes,Cactus and Succulent Journal. [Cactus and Succulent Society of America],Index Herbariorum - Collectors I-L,,,,1894,1987,,Search for specimens collected by Harry Johnson,"[no date] (1),  1920 (80),  1921 (4)",,,,,,,,,
"Kegel, Hermann Aribert Heinrich",,"[author note: Herbarium and types: GOET; additional material at B, BR, CN, FH, L, P, PC, W] [collector note: South America (1846): L; Brazil: GOET, W; Guatemala: L; Guyana: GOET; Surinam: B, BR, CN, GOET (orig.), L, PC, W (Orch.)]",104244 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/0f2bf4f2-5913-4bc1-acc9-2482025b4db9,Hermann Aribert Heinrich Kegel,Kegel,Kegel,H. A. H. Kegel,"Kegel, Hermann Aribert Heinrich",Germany,"Brazil, Guatemala, Guyana, Suriname",Spermatophytes,Algae; Lichens; Phanerogams,"Authors of Plant Names. Royal Botanic Gardens, Kew; Taxonomic Literature. Second Edition. Utrecht",Index Herbariorum - Collectors I-L,,,,1819,1856,,Search for specimens collected by H. A. H. Kegel,"[no date] (6),  1844 (1),  1846 (1)",,,,,,,,,
"Kellerman, William Ashbrook",,"[author note: Herbarium and types: HUJ (fungi), OS; additional material at F, FH, KSC (fungi transferred to NY), PUR, US; exsiccatae widely distributed] [collector note: Belize (col. 1906-1907). US. Entomology collections at MCZ] [fungal herbarium purchased by A. Aaronsohn ca. 1910 for the Jewish Agricultural Experiment Station near Haifa, eventually incorporated into AAR and transferred to HUJ in 1984]",100729 botanist,http://purl.oclc.org/net/edu.harvard.huh/guid/uuid/816a2d99-0a15-4b4c-b02d-fc0989394d57,"William Ashbrook Kellerman; Kellerman, W. A.",Kellerman,Kellerm.,W. A. Kellerman,"Kellerman, William Ashbrook",United States of America,"Belize, Guatemala, Honduras, United States of America",Fungi and Lichens; Spermatophytes; FungiAndLichens,Fungi,"Authors of Plant Names. Royal Botanic Gardens, Kew; Taxonomic Literature. Second Edition. Utrecht",Index Herbariorum - Collectors I-L,,"W. A. Kellerman & W. T. Swingle  J. B. Ellis & W. A. Kellerman  W. A. Kellerman & M. A. Carleton  W. A. Kellerman & J. McOwen, Jr.  O. E. Jennings & W. A. Kellerman  W. A. Kellerman & O. A. Jennings  W. A. Kellerman & F. J. Tyler  W. A. Kellerman, E. L. Fullmer & A. D. Selby  W. A. Kellerman & H. H. York",Kellerman & Swingle  Ellis & Kellerman  Kellerman & Carleton,1850,1908,Fungi Select. Guatemal.; Kansas Fungi; Ohio Fungi,Search for specimens collected by W. A. Kellerman,"[no date] (37),  1878 (3),  1879 (5),  1880 (4),  1881 (3),  1882 (21),  1883 (37),  1884 (21),  1885 (11),  1886 (26),  1887 (5),  1888 (9),  1889 (3),  1891 (2),  1892 (12),  1894 (2),  1896 (1),  1897 (1),  1900 (4),  1901 (77),  1902 (55),  1903 (27),  1904 (9),  1905 (4),  1906 (2),  1907 (4),  1908 (4)",,,http://en.wikipedia.org/wiki/William_Ashbrook_Kellerman,,,,,,
