ecatalogue_key,DarImageURL,catalog_irn,ObjEcode,ObjObjectNumber,IdeFiledAsFamilyNumber,DarGenus,DarSpecies,DarSubspecies,DarInfraspecificEpithet,DarInfraspecificRank,ColCollectionNumber,ColEarliestDateCollected,ColLatestDateCollected,ColDateCollected,site_irn,LocElevationASLFromMt,LocElevationASLToMt,LocElevationASLFromFt,LocElevationASLToFt,PolLocality,PolPD1,PolPD2,PolPD3,LatPreferredCentroidLatDec,LatPreferredCentroidLatitude,LatPreferredCentroidLongDec,LatPreferredCentroidLongitude,site_parent_irn,taxon_1_IdeTaxonRef_key,taxon_1_taxon_irn,taxon_1_taxon_parent_irn,taxon_2_IdeTaxonRef_key,taxon_2_taxon_irn,taxon_2_taxon_parent_irn,taxon_3_IdeTaxonRef_key,taxon_3_taxon_irn,taxon_3_taxon_parent_irn,col_1_ColCollectorRef_key,col_1_Collector_irn,col_1_NamFullName,col_1_NamBriefName,col_1_NamFirst,col_1_NamMiddle,col_1_NamLast,col_1_NamPartyType,col_1_NamSource,col_1_NamExternalReferences_tab,col_1_NamOrganisationOtherNames_tab,col_1_NamOtherNames_tab,col_1_NamRoles_tab,col_2_ColCollectorRef_key,col_2_Collector_irn,col_2_NamFullName,col_2_NamBriefName,col_2_NamFirst,col_2_NamMiddle,col_2_NamLast,col_2_NamPartyType,col_2_NamSource,col_2_NamExternalReferences_tab,col_2_NamOrganisationOtherNames_tab,col_2_NamOtherNames_tab,col_2_NamRoles_tab,col_3_ColCollectorRef_key,col_3_Collector_irn,col_3_NamFullName,col_3_NamBriefName,col_3_NamFirst,col_3_NamMiddle,col_3_NamLast,col_3_NamPartyType,col_3_NamSource,col_3_NamExternalReferences_tab,col_3_NamOrganisationOtherNames_tab,col_3_NamOtherNames_tab,col_3_NamRoles_tab,col_4_ColCollectorRef_key,col_4_Collector_irn,col_4_NamFullName,col_4_NamBriefName,col_4_NamFirst,col_4_NamMiddle,col_4_NamLast,col_4_NamPartyType,col_4_NamSource,col_4_NamExternalReferences_tab,col_4_NamOrganisationOtherNames_tab,col_4_NamOtherNames_tab,col_4_NamRoles_tab
249,http://fm-digital-assets.fieldmuseum.org/494/654/24976.jpg,229556,,,,Piper,baclei,,,,91,,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,251.0,59857.0,100400.0,,,,,,,239.0,22731.0,César H. Bacle,C. H. Bacle,César,Hippolyte,Bacle,Person,Botany Master,ASA Botanist ID 146731,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,http://fm-digital-assets.fieldmuseum.org/1674/659/27877.jpg,242477,,,,Acanthosyris,spinescens,,,,1194,1877-10-,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,252.0,1960.0,46057.0,,,,,,,240.0,62561.0,Paul (Pablo) G. Lorentz,P. G. Lorentz,Paul (Pablo),Günther,Lorentz,Person,Botany Master,ASA Botanist ID 100771 | 135786,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,,230583,,,,Plantago,tomentosa,,,,,1767,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,253.0,61613.0,100561.0,,,,,,,241.0,63315.0,Philibert Commerson,P. Commerson,Philibert,,Commerson,Person,Botany Master,ASA Botanist ID 113825,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,http://fm-digital-assets.fieldmuseum.org/1527/268/25163.jpg,227339,,,,Paepalanthus,arechavaletae,,,,,1874,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,254.0,54646.0,89601.0,,,,,,,242.0,47179.0,José Arechavaleta y Balpardo,J. Arechavaleta,José,,Arechavaleta y Balpardo,Person,Botany Master,ASA Botanist ID 135544,,José Arechavaleta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,http://fm-digital-assets.fieldmuseum.org/1414/315/32450.jpg,227007,,,,Oxalis,gracillissima,,,,,,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,255.0,54209.0,97925.0,,,,,,,243.0,47179.0,José Arechavaleta y Balpardo,J. Arechavaleta,José,,Arechavaleta y Balpardo,Person,Botany Master,ASA Botanist ID 135544,,José Arechavaleta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,http://fm-digital-assets.fieldmuseum.org/1414/308/32443.jpg,226945,,,,Oxalis,canterai,,,,,,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,256.0,54131.0,97925.0,,,,,,,244.0,47179.0,José Arechavaleta y Balpardo,J. Arechavaleta,José,,Arechavaleta y Balpardo,Person,Botany Master,ASA Botanist ID 135544,,José Arechavaleta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,http://fm-digital-assets.fieldmuseum.org/1414/310/32445.jpg,226977,,,,Oxalis,dumicola,,,,,,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,257.0,54175.0,97925.0,,,,,,,245.0,47179.0,José Arechavaleta y Balpardo,J. Arechavaleta,José,,Arechavaleta y Balpardo,Person,Botany Master,ASA Botanist ID 135544,,José Arechavaleta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,http://fm-digital-assets.fieldmuseum.org/1414/317/32452.jpg,227027,,,,Oxalis,kurtziana,,,,,,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,258.0,54235.0,97925.0,,,,,,,246.0,47179.0,José Arechavaleta y Balpardo,J. Arechavaleta,José,,Arechavaleta y Balpardo,Person,Botany Master,ASA Botanist ID 135544,,José Arechavaleta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,http://fm-digital-assets.fieldmuseum.org/1414/322/32457.jpg,227085,,,,Oxalis,pseudostipulata,,,,,,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,259.0,54313.0,97925.0,,,,,,,247.0,47179.0,José Arechavaleta y Balpardo,J. Arechavaleta,José,,Arechavaleta y Balpardo,Person,Botany Master,ASA Botanist ID 135544,,José Arechavaleta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,http://fm-digital-assets.fieldmuseum.org/1414/325/32460.jpg,227101,,,,Oxalis,rivalis,,,,,,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,260.0,54334.0,97925.0,,,,,,,248.0,47179.0,José Arechavaleta y Balpardo,J. Arechavaleta,José,,Arechavaleta y Balpardo,Person,Botany Master,ASA Botanist ID 135544,,José Arechavaleta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,,212547,,,,Eryngium,lassauxii,,,,,,,1868-1872,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,261.0,28310.0,284192.0,,,,,,,249.0,4133.0,Lassaux,Lassaux,,,Lassaux,Person,Botany Pilot Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,,253769,,,,Gomphrena,lantana,,,,,1767,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,262.0,34006.0,33959.0,,,,,,,250.0,63315.0,Philibert Commerson,P. Commerson,Philibert,,Commerson,Person,Botany Master,ASA Botanist ID 113825,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,,226981,,,,Oxalis,eriocarpa,,,,,1767-05-,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,263.0,54179.0,97925.0,,,,,,,251.0,63315.0,Philibert Commerson,P. Commerson,Philibert,,Commerson,Person,Botany Master,ASA Botanist ID 113825,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,,241649,,,,Vicia,graminea,,,,,1767,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,264.0,81514.0,90616.0,,,,,,,252.0,63315.0,Philibert Commerson,P. Commerson,Philibert,,Commerson,Person,Botany Master,ASA Botanist ID 113825,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,,226954,,,,Oxalis,commersonii,,,,,1767-05-,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,265.0,54145.0,97925.0,,,,,,,253.0,63315.0,Philibert Commerson,P. Commerson,Philibert,,Commerson,Person,Botany Master,ASA Botanist ID 113825,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,,230509,,,,Plantago,albicans,,,,,1767,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,266.0,61509.0,100561.0,,,,,,,254.0,63315.0,Philibert Commerson,P. Commerson,Philibert,,Commerson,Person,Botany Master,ASA Botanist ID 113825,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,http://fm-digital-assets.fieldmuseum.org/278/239/19116.jpg,210506,,,,Daphnopsis,leguizamensis,,,,562,1877,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,267.0,23880.0,107337.0,,,,,,,255.0,62561.0,Paul (Pablo) G. Lorentz,P. G. Lorentz,Paul (Pablo),Günther,Lorentz,Person,Botany Master,ASA Botanist ID 100771 | 135786,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,,217961,,,,Hypericum,connatum,,,,,,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,268.0,38040.0,87343.0,,,,,,,256.0,63315.0,Philibert Commerson,P. Commerson,Philibert,,Commerson,Person,Botany Master,ASA Botanist ID 113825,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,http://fm-digital-assets.fieldmuseum.org/1414/084/32214.jpg,209902,,,,Cuphea,campylocentra,,,,,,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,269.0,22447.0,95807.0,,,,,,,257.0,62561.0,Paul (Pablo) G. Lorentz,P. G. Lorentz,Paul (Pablo),Günther,Lorentz,Person,Botany Master,ASA Botanist ID 100771 | 135786,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,http://fm-digital-assets.fieldmuseum.org/278/845/19194.jpg,227030,,,,Oxalis,lasiopetala,,,,,,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,270.0,54237.0,97925.0,,,,,,,258.0,31680.0,Friedrich Sellow,F. Sellow,Friedrich,,Sellow,Person,Botany Master,ASA Botanist ID 124497,,Friedrich Sello,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,,248452,,,,Convolvulus,laciniatus,,,,,1767,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,271.0,20124.0,20097.0,,,,,,,259.0,63315.0,Philibert Commerson,P. Commerson,Philibert,,Commerson,Person,Botany Master,ASA Botanist ID 113825,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,http://fm-digital-assets.fieldmuseum.org/1414/326/32461.jpg,227123,,,,Oxalis,subcorymbosa,,,,,,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,272.0,54359.0,97925.0,,,,,,,260.0,47179.0,José Arechavaleta y Balpardo,J. Arechavaleta,José,,Arechavaleta y Balpardo,Person,Botany Master,ASA Botanist ID 135544,,José Arechavaleta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,,232307,,,,Rapanea,courboniana,,,,,1856,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,273.0,65716.0,743.0,,,,,,,261.0,3232.0,Alfred Courbon,A. Courbon,Alfred,,Courbon,Person,Botany Master,ASA Botanist ID 109146,,M. Courbon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,http://fm-digital-assets.fieldmuseum.org/1527/261/25155.jpg,219409,,,,Juncus,andersonii,,,,,,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,274.0,40536.0,40531.0,,,,,,,262.0,77066.0,William R. Anderson,W. R. Anderson,William,Russell,Anderson,Person,Botany Master,ASA Botanist ID 131871,,W. Anderson,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,,245396,,,,Adesmia,bicolor,,,,,1767,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,275.0,2464.0,89896.0,,,,,,,263.0,63315.0,Philibert Commerson,P. Commerson,Philibert,,Commerson,Person,Botany Master,ASA Botanist ID 113825,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,,221426,,,,Apium,commersoni,,,,,1767-05-,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,276.0,5611.0,283084.0,,,,,,,264.0,63315.0,Philibert Commerson,P. Commerson,Philibert,,Commerson,Person,Botany Master,ASA Botanist ID 113825,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,http://fm-digital-assets.fieldmuseum.org/21/621/195.jpg,222140,,,,Manettia,tweedieana,,,,,,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,277.0,45868.0,45804.0,,,,,,,265.0,45859.0,John Tweedie,J. Tweedie,John,,Tweedie,Person,Botany Master,,,James Tweedie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,http://fm-digital-assets.fieldmuseum.org/31/005/15085.jpg,234987,,,,Baccharis,vincifolia,,,,3173,,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,278.0,8374.0,84748.0,,,,,,,266.0,31680.0,Friedrich Sellow,F. Sellow,Friedrich,,Sellow,Person,Botany Master,ASA Botanist ID 124497,,Friedrich Sello,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,http://fm-digital-assets.fieldmuseum.org/638/152/V0174799F.jpg|http://fm-digital-assets.fieldmuseum.org/975/879/BUDD_budd_gran_1717632.jpg,2861667,V0174799F,1717632.0,,Buddleja,grandiflora,,,,1490,1966-02-21,,1966-02-21,342620,,,,,Rivera,Uruguay,Rivera,,,,,,18049,279.0,11766.0,95601.0,,,,,,,267.0,26767.0,Eduardo H. Marchesi,E. H. Marchesi,Eduardo,H.,Marchesi,Person,Botany Master,ASA Botanist ID 129417,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,http://fm-digital-assets.fieldmuseum.org/495/789/V0107355F.jpg,2381609,V0107355F,910999.0,,Blepharocalyx,salicifolius,,,,548,1935-05-20,,,624270,,,,,Lavalleja,Uruguay,Lavalleja,,-33.944135,33  56 38.89 S,-54.983337,54 59 00.01 W,18049,280.0,10438.0,283283.0,,,,,,,268.0,20451.0,Carlos M. D. E. Legrand,C. Diego Legrand,Carlos,Maria Diego Enrique,Legrand,Person,Botany Master,ASA Botanist ID 176972,,"D. Legrand
C. D. Legrand
C. Diego Legrand",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,http://fm-digital-assets.fieldmuseum.org/1084/913/C0642729F.jpg,3307915,C0642729F,,,Asplenium,lunulatum,,,,,,,,23802,,,,,Maldonado,Uruguay,Maldonado,,-34.885197,34  53 06.71 S,-56.161621,56 09 41.84 W,18049,281.0,603382.0,84708.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,http://fm-digital-assets.fieldmuseum.org/1086/375/C0644241F.jpg,3288526,C0644241F,,,Blechnum,australe,,,,963,1937-03-,,,23802,,,,,Maldonado,Uruguay,Maldonado,,-34.885197,34  53 06.71 S,-56.161621,56 09 41.84 W,18049,282.0,604364.0,85307.0,,,,,,,269.0,20451.0,Carlos M. D. E. Legrand,C. Diego Legrand,Carlos,Maria Diego Enrique,Legrand,Person,Botany Master,ASA Botanist ID 176972,,"D. Legrand
C. D. Legrand
C. Diego Legrand",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,http://fm-digital-assets.fieldmuseum.org/1098/917/C0659454F.jpg,3314671,C0659454F,822867.0,,Cheilanthes,dichotoma,,,,s.n.,,,s.d.,23802,,,,,Maldonado,Uruguay,Maldonado,,-34.885197,34  53 06.71 S,-56.161621,56 09 41.84 W,18049,283.0,605251.0,102069.0,,,,,,,270.0,44053.0,Jean Nadeaud,J. Nadeaud,Jean,,Nadeaud,Person,Botany Master,ASA Botanist ID 101876,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,http://fm-digital-assets.fieldmuseum.org/1073/772/C0666943F.jpg,3316370,C0666943F,,,Azolla,filiculoides,,,,,,,,23804,,,,,Montevideo,Uruguay,Montevideo,,-34.8333,34  50 00 S,-56.1667,56 10 00 W,18049,284.0,7964.0,7962.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,http://fm-digital-assets.fieldmuseum.org/1073/774/C0666945F.jpg,3316372,C0666945F,,,Azolla,filiculoides,,,,,,,,23804,,,,,Montevideo,Uruguay,Montevideo,,-34.8333,34  50 00 S,-56.1667,56 10 00 W,18049,285.0,7964.0,7962.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,http://fm-digital-assets.fieldmuseum.org/1073/779/C0666950F.jpg,3316377,C0666950F,,,Azolla,caroliniana,,,,,,,,23804,,,,,Montevideo,Uruguay,Montevideo,,-34.8333,34  50 00 S,-56.1667,56 10 00 W,18049,286.0,7963.0,7962.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,http://fm-digital-assets.fieldmuseum.org/1073/771/C0666942F.jpg,3316369,C0666942F,,,Azolla,filiculoides,,,,,,,,23804,,,,,Montevideo,Uruguay,Montevideo,,-34.8333,34  50 00 S,-56.1667,56 10 00 W,18049,287.0,7964.0,7962.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,http://fm-digital-assets.fieldmuseum.org/138/040/V0075545F.jpg,338731,V0075545F,1648974.0,,Piptochaetium,cucullatum,,,,1512,1962-12-09,,,23804,,,,,Montevideo,Uruguay,Montevideo,,-34.8333,34  50 00 S,-56.1667,56 10 00 W,18049,288.0,119432.0,60978.0,,,,,,,271.0,63833.0,Primavera Izaguirre de Artucio,P. Izaguirre,Primavera,,Izaguirre de Artucio,Person,Botany Master,ASA Botanist ID 100210,,,,272.0,14398.0,Amalia Laguardia,A. Laguardia,Amalia,,Laguardia,Person,Botany Master,ASA Botanist ID 103600,,,,273.0,5645.0,et al.,et al.,,,et al.,Person,FMNH Master,,,,"Author (Insects)
Collector (Insects)",,,,,,,,,,,,,
287,http://fm-digital-assets.fieldmuseum.org/1062/168/C0658920F.jpg,3314270,C0658920F,,,Lycopodium,longipes,,,,,,,,23804,,,,,Montevideo,Uruguay,Montevideo,,-34.8333,34  50 00 S,-56.1667,56 10 00 W,18049,289.0,615527.0,95794.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,http://fm-digital-assets.fieldmuseum.org/1523/265/V0320914F.jpg,3460140,V0320914F,1717630.0,,Tillandsia,capillaris,,cordobensis,Form,1240,1964-10-11,,,23804,,,,,Montevideo,Uruguay,Montevideo,,-34.8333,34  50 00 S,-56.1667,56 10 00 W,18049,290.0,645454.0,78199.0,,,,,,,274.0,26767.0,Eduardo H. Marchesi,E. H. Marchesi,Eduardo,H.,Marchesi,Person,Botany Master,ASA Botanist ID 129417,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,http://fm-digital-assets.fieldmuseum.org/887/576/V0208952F.jpg,3013229,V0208952F,2160499.0,,Heliotropium,phylicoides,,,,98,1994-04-06,,,624271,,,,,Río Negro,Uruguay,Río Negro,,-32.755729,32  45 20.62 S,-57.60907,57 36 32.7 W,18049,291.0,36252.0,85994.0,,,,,,,275.0,73550.0,V. Solis Neffa,V. Solis Neffa,V.,,Solis Neffa,Person,Botany Master,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,http://fm-digital-assets.fieldmuseum.org/887/567/V0208942F.jpg,3013220,V0208942F,2286496.0,,Heliotropium,paronychioides,,,,16191,1995-01-16,,,624350,,,,,Salto,Uruguay,Salto,,,,,,18049,292.0,36250.0,85994.0,,,,,,,276.0,73031.0,Troels M. Pedersen,T. M. Pedersen,Troels,Myndel,Pedersen,Person,Botany Master,ASA Botanist ID 127274,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,http://fm-digital-assets.fieldmuseum.org/891/457/V0093940F.jpg,2885334,V0093940F,609475.0,,Mimosa,reptans,,,,331,,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,293.0,49480.0,90337.0,,,,,,,277.0,31680.0,Friedrich Sellow,F. Sellow,Friedrich,,Sellow,Person,Botany Master,ASA Botanist ID 124497,,Friedrich Sello,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,,167812,,,,Erythroxylum,myrsinites,,,,138,,,,233710,,,,,Sierra de Tambores,Uruguay,,,,,,,18049,294.0,28658.0,89651.0,,,,,,,278.0,47179.0,José Arechavaleta y Balpardo,J. Arechavaleta,José,,Arechavaleta y Balpardo,Person,Botany Master,ASA Botanist ID 135544,,José Arechavaleta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,,161856,,638622.0,,Erythroxylum,amplifolium,,,,1172,,,,233712,,,,,Sta. Rosa Cuareim. Camp argill,Uruguay,Artigas,,,,,,624344,295.0,243668.0,89651.0,,,,,,,279.0,76249.0,Wilhelm (Guillermo) G. F. F. Herter,W. Herter,Wilhelm (Guillermo),Gustav Franz (Gustavo Francisco),Herter,Person,Botany Master,ASA Botanist ID 101401,,"G. Herter
Guillermo Gustavo Francisco Herter
W. G. F. Herter",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,,167936,,,,Erythroxylum,myrsinites,,,,s.n.,,,,233713,183.0,213.0,600.0,700.0,Cunapiru,Uruguay,Rivera,,,,,,342620,296.0,28658.0,89651.0,,,,,,,280.0,761.0,Darrell Wright,D. Wright,Darrell,,Wright,Person,Botany Master,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,http://fm-digital-assets.fieldmuseum.org/827/329/V0270912F.jpg,167881,V0270912F,864967.0,,Erythroxylum,myrsinites,,,,1628,1933-12-02,1933-12-04,,233714,200.0,,656.0,,Loc. Dict. Galgo,Uruguay,Rivera,,,,,,342620,297.0,28658.0,89651.0,,,,,,,281.0,76249.0,Wilhelm (Guillermo) G. F. F. Herter,W. Herter,Wilhelm (Guillermo),Gustav Franz (Gustavo Francisco),Herter,Person,Botany Master,ASA Botanist ID 101401,,"G. Herter
Guillermo Gustavo Francisco Herter
W. G. F. Herter",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,http://fm-digital-assets.fieldmuseum.org/61/786/V0056166F.jpg,336792,V0056166F,956503.0,,Croton,montevidensis,,,,,,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,298.0,21835.0,89693.0,,,,,,,282.0,31680.0,Friedrich Sellow,F. Sellow,Friedrich,,Sellow,Person,Botany Master,ASA Botanist ID 124497,,Friedrich Sello,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,http://fm-digital-assets.fieldmuseum.org/44/616/V0045730F.jpg,341455,V0045730F,1022706.0,,Leiothrix,arechavaletae,,,,25163,,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,299.0,118384.0,284847.0,,,,,,,283.0,47179.0,José Arechavaleta y Balpardo,J. Arechavaleta,José,,Arechavaleta y Balpardo,Person,Botany Master,ASA Botanist ID 135544,,José Arechavaleta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,http://fm-digital-assets.fieldmuseum.org/44/771/V0045885F.jpg,341866,V0045885F,864948.0,,Elodea,kochii,,,,1823,1930-02-24,,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,300.0,118087.0,284122.0,,,,,,,284.0,76249.0,Wilhelm (Guillermo) G. F. F. Herter,W. Herter,Wilhelm (Guillermo),Gustav Franz (Gustavo Francisco),Herter,Person,Botany Master,ASA Botanist ID 101401,,"G. Herter
Guillermo Gustavo Francisco Herter
W. G. F. Herter",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,http://fm-digital-assets.fieldmuseum.org/128/641/V0065129F.jpg,334807,V0065129F,970901.0,,Eugenia,costata,,,,,,,1816-1821,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,301.0,2583.0,97464.0,,,,,,,285.0,16474.0,Auguste F. C. P. Saint-Hilaire,A. Saint-Hilaire,Auguste,Francois César Prouvencal,Saint-Hilaire,Person,Botany Master,ASA Botanist ID 100781,,A. St.-Hilaire,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,http://fm-digital-assets.fieldmuseum.org/130/024/V0066532F.jpg,336022,V0066532F,935648.0,,Oxalis,refracta,,,,2089,1816,1821,,18049,,,,,Uruguay,Uruguay,,,-32.8667,32  52 00 S,-55.7933,55 47 36 W,22205,302.0,54326.0,97925.0,,,,,,,286.0,16474.0,Auguste F. C. P. Saint-Hilaire,A. Saint-Hilaire,Auguste,Francois César Prouvencal,Saint-Hilaire,Person,Botany Master,ASA Botanist ID 100781,,A. St.-Hilaire,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
